A;MktCoupons;OriginAirportID;DestAirportID;DestAirportID;ID_C;MktFare
2417;1;Banglore;Delhi;Delhi;4;3943
2418;1;Kolkata;Banglore;Banglore;4;5170
2419;1;Banglore;Delhi;Delhi;3;3398
2420;1;Kolkata;Banglore;Banglore;1;4409
2421;1;Banglore;Delhi;Delhi;5;8541
2422;1;Banglore;New Delhi;New Delhi;4;4777
2423;1;Kolkata;Banglore;Banglore;9;3847
2424;1;Kolkata;Banglore;Banglore;5;7064
2425;1;Banglore;Delhi;Delhi;11;4668
2426;1;Mumbai;Hyderabad;Hyderabad;9;1965
2427;1;Kolkata;Banglore;Banglore;5;14781
2428;1;Mumbai;Hyderabad;Hyderabad;4;4049
2429;1;Kolkata;Banglore;Banglore;5;13584
2430;1;Delhi;Cochin;Cochin;5;12373
2431;1;Delhi;Cochin;Cochin;5;16079
2432;1;Banglore;Delhi;Delhi;5;7229
2433;1;Banglore;New Delhi;New Delhi;5;17471
2434;1;Kolkata;Banglore;Banglore;5;14781
2435;1;Kolkata;Banglore;Banglore;5;14571
2436;1;Delhi;Cochin;Cochin;7;10197
2437;1;Delhi;Cochin;Cochin;9;5975
2438;1;Delhi;Cochin;Cochin;7;8535
2439;1;Delhi;Cochin;Cochin;7;12537
2440;1;Kolkata;Banglore;Banglore;2;4145
2441;1;Mumbai;Hyderabad;Hyderabad;4;4049
2442;1;Kolkata;Banglore;Banglore;1;5192
2443;1;Banglore;Delhi;Delhi;2;6121
2444;1;Delhi;Cochin;Cochin;2;8669
2445;1;Delhi;Cochin;Cochin;7;8476
2446;1;Mumbai;Hyderabad;Hyderabad;9;2647
2447;1;Delhi;Cochin;Cochin;5;14714
2448;1;Delhi;Cochin;Cochin;2;10566
2449;1;Delhi;Cochin;Cochin;5;10262
2450;1;Delhi;Cochin;Cochin;7;8098
2451;1;Delhi;Cochin;Cochin;7;6883
2452;1;Delhi;Cochin;Cochin;7;16108
2453;1;Kolkata;Banglore;Banglore;9;4413
2454;1;Delhi;Cochin;Cochin;5;10919
2455;1;Kolkata;Banglore;Banglore;4;4804
2456;1;Kolkata;Banglore;Banglore;5;10539
2457;1;Banglore;New Delhi;New Delhi;4;4377
2458;1;Banglore;Delhi;Delhi;2;6961
2459;1;Delhi;Cochin;Cochin;7;7408
2460;1;Banglore;Delhi;Delhi;4;4823
2461;1;Kolkata;Banglore;Banglore;4;5198
2462;1;Delhi;Cochin;Cochin;5;10262
2463;1;Banglore;Delhi;Delhi;11;5613
2464;1;Delhi;Cochin;Cochin;5;10262
2465;1;Mumbai;Hyderabad;Hyderabad;4;5755
2466;1;Chennai;Kolkata;Kolkata;11;3687
2467;1;Mumbai;Hyderabad;Hyderabad;5;5678
2468;1;Delhi;Cochin;Cochin;7;13542
2469;1;Delhi;Cochin;Cochin;5;12347
2470;1;Kolkata;Banglore;Banglore;5;12384
2471;1;Delhi;Cochin;Cochin;5;10909
2472;1;Banglore;Delhi;Delhi;4;4823
2473;1;Delhi;Cochin;Cochin;4;6069
2474;1;Delhi;Cochin;Cochin;5;12898
2475;1;Kolkata;Banglore;Banglore;4;4804
2476;1;Kolkata;Banglore;Banglore;5;10031
2477;1;Delhi;Cochin;Cochin;4;6442
2478;1;Delhi;Cochin;Cochin;2;9653
2479;1;Kolkata;Banglore;Banglore;11;8610
2480;1;Delhi;Cochin;Cochin;5;14714
2481;1;Banglore;New Delhi;New Delhi;2;12599
2482;1;Delhi;Cochin;Cochin;7;9103
2483;1;Delhi;Cochin;Cochin;5;12898
2484;1;Mumbai;Hyderabad;Hyderabad;9;2647
2485;1;Mumbai;Hyderabad;Hyderabad;5;5678
2486;1;Delhi;Cochin;Cochin;5;12373
2487;1;Kolkata;Banglore;Banglore;9;3847
2488;1;Kolkata;Banglore;Banglore;5;14151
2489;1;Delhi;Cochin;Cochin;5;13843
2490;1;Banglore;Delhi;Delhi;5;7229
2491;1;Mumbai;Hyderabad;Hyderabad;5;4995
2492;1;Delhi;Cochin;Cochin;5;10262
2493;1;Delhi;Cochin;Cochin;5;13029
2494;1;Delhi;Cochin;Cochin;5;14053
2495;1;Banglore;New Delhi;New Delhi;5;26890
2496;1;Kolkata;Banglore;Banglore;9;3841
2497;1;Banglore;New Delhi;New Delhi;2;11003
2498;1;Banglore;Delhi;Delhi;11;5403
2499;1;Delhi;Cochin;Cochin;7;15342
2500;1;Kolkata;Banglore;Banglore;2;12224
2501;1;Chennai;Kolkata;Kolkata;4;6297
2502;1;Kolkata;Banglore;Banglore;9;8844
2503;1;Delhi;Cochin;Cochin;7;13377
2504;1;Banglore;New Delhi;New Delhi;3;5706
2505;1;Delhi;Cochin;Cochin;2;8372
2506;1;Delhi;Cochin;Cochin;4;6526
2507;1;Banglore;Delhi;Delhi;4;4823
2508;1;Mumbai;Hyderabad;Hyderabad;4;3175
2509;1;Delhi;Cochin;Cochin;7;10407
2510;1;Banglore;Delhi;Delhi;4;4423
2511;1;Kolkata;Banglore;Banglore;11;9555
2512;1;Kolkata;Banglore;Banglore;5;12681
2513;1;Kolkata;Banglore;Banglore;5;13059
2514;1;Kolkata;Banglore;Banglore;5;8586
2515;1;Banglore;Delhi;Delhi;3;3419
2516;1;Kolkata;Banglore;Banglore;9;3873
2517;1;Kolkata;Banglore;Banglore;2;10203
2518;1;Delhi;Cochin;Cochin;5;13029
2519;1;Kolkata;Banglore;Banglore;5;10844
2520;1;Kolkata;Banglore;Banglore;5;11134
2521;1;Kolkata;Banglore;Banglore;11;8610
2522;1;Kolkata;Banglore;Banglore;4;4174
2523;1;Banglore;New Delhi;New Delhi;5;11087
2524;1;Banglore;Delhi;Delhi;9;3971
2525;1;Delhi;Cochin;Cochin;5;17531
2526;1;Banglore;Delhi;Delhi;9;3573
2527;1;Kolkata;Banglore;Banglore;2;8366
2528;1;Kolkata;Banglore;Banglore;2;13885
2529;1;Delhi;Cochin;Cochin;7;18485
2530;1;Kolkata;Banglore;Banglore;1;4409
2531;1;Kolkata;Banglore;Banglore;11;8085
2532;1;Delhi;Cochin;Cochin;7;13377
2533;1;Delhi;Cochin;Cochin;2;13538
2534;1;Delhi;Cochin;Cochin;7;15147
2535;1;Banglore;Delhi;Delhi;5;4030
2536;1;Delhi;Cochin;Cochin;7;14848
2537;1;Banglore;New Delhi;New Delhi;5;13555
2538;1;Delhi;Cochin;Cochin;2;10975
2539;1;Delhi;Cochin;Cochin;5;13029
2540;1;Kolkata;Banglore;Banglore;5;9663
2541;1;Mumbai;Hyderabad;Hyderabad;5;4050
2542;1;Delhi;Cochin;Cochin;5;14714
2543;1;Banglore;New Delhi;New Delhi;2;11213
2544;1;Banglore;Delhi;Delhi;5;4544
2545;1;Kolkata;Banglore;Banglore;9;3873
2546;1;Delhi;Cochin;Cochin;7;12537
2547;1;Kolkata;Banglore;Banglore;5;13067
2548;1;Delhi;Cochin;Cochin;5;16704
2549;1;Banglore;New Delhi;New Delhi;2;8714
2550;1;Delhi;Cochin;Cochin;5;13376
2551;1;Chennai;Kolkata;Kolkata;9;3597
2552;1;Delhi;Cochin;Cochin;7;7670
2553;1;Kolkata;Banglore;Banglore;2;14410
2554;1;Delhi;Cochin;Cochin;2;7480
2555;1;Kolkata;Banglore;Banglore;5;13584
2556;1;Banglore;New Delhi;New Delhi;5;25735
2557;1;Banglore;Delhi;Delhi;5;4544
2558;1;Delhi;Cochin;Cochin;7;8099
2559;1;Kolkata;Banglore;Banglore;5;10844
2560;1;Delhi;Cochin;Cochin;5;12557
2561;1;Delhi;Cochin;Cochin;5;9564
2562;1;Banglore;New Delhi;New Delhi;5;13817
2563;1;Kolkata;Banglore;Banglore;5;12384
2564;1;Delhi;Cochin;Cochin;7;7575
2565;1;Kolkata;Banglore;Banglore;2;14120
2566;1;Delhi;Cochin;Cochin;7;6916
2567;1;Delhi;Cochin;Cochin;7;7878
2568;1;Banglore;New Delhi;New Delhi;5;11087
2569;1;Kolkata;Banglore;Banglore;4;4804
2570;1;Chennai;Kolkata;Kolkata;9;3597
2571;1;Kolkata;Banglore;Banglore;2;12723
2572;1;Mumbai;Hyderabad;Hyderabad;4;2227
2573;1;Delhi;Cochin;Cochin;2;9929
2574;1;Kolkata;Banglore;Banglore;5;11841
2575;1;Delhi;Cochin;Cochin;5;12373
2576;1;Delhi;Cochin;Cochin;5;12898
2577;1;Delhi;Cochin;Cochin;2;15113
2578;1;Delhi;Cochin;Cochin;7;10529
2579;1;Delhi;Cochin;Cochin;2;8875
2580;1;Kolkata;Banglore;Banglore;5;10844
2581;1;Banglore;New Delhi;New Delhi;2;15676
2582;1;Kolkata;Banglore;Banglore;5;7064
2583;1;Kolkata;Banglore;Banglore;5;10844
2584;1;Mumbai;Hyderabad;Hyderabad;5;19595
2585;1;Kolkata;Banglore;Banglore;5;13941
2586;1;Delhi;Cochin;Cochin;4;6790
2587;1;Kolkata;Banglore;Banglore;9;3841
2588;1;Banglore;New Delhi;New Delhi;5;11087
2589;1;Delhi;Cochin;Cochin;2;11491
2590;1;Banglore;Delhi;Delhi;4;3943
2591;1;Banglore;New Delhi;New Delhi;5;22270
2592;1;Banglore;Delhi;Delhi;11;4878
2593;1;Delhi;Cochin;Cochin;5;14714
2594;1;Delhi;Cochin;Cochin;7;10877
2595;1;Delhi;Cochin;Cochin;2;9653
2596;1;Kolkata;Banglore;Banglore;5;14571
2597;1;Kolkata;Banglore;Banglore;5;7064
2598;1;Kolkata;Banglore;Banglore;4;5618
2599;1;Delhi;Cochin;Cochin;7;13727
2600;1;Delhi;Cochin;Cochin;11;4851
2601;1;Kolkata;Banglore;Banglore;2;15187
2602;1;Banglore;Delhi;Delhi;3;3419
2603;1;Banglore;Delhi;Delhi;4;3943
2604;1;Delhi;Cochin;Cochin;5;15129
2605;1;Banglore;Delhi;Delhi;4;3419
2606;1;Delhi;Cochin;Cochin;2;10861
2607;1;Delhi;Cochin;Cochin;4;7074
2608;1;Kolkata;Banglore;Banglore;2;11542
2609;1;Delhi;Cochin;Cochin;4;6968
2610;1;Banglore;Delhi;Delhi;5;5769
2611;1;Kolkata;Banglore;Banglore;11;7927
2612;1;Kolkata;Banglore;Banglore;5;13044
2613;1;Delhi;Cochin;Cochin;5;15129
2614;1;Kolkata;Banglore;Banglore;9;3841
2615;1;Kolkata;Banglore;Banglore;4;4804
2616;1;Banglore;Delhi;Delhi;9;4319
2617;1;Delhi;Cochin;Cochin;5;16079
2618;1;Banglore;New Delhi;New Delhi;5;54826
2619;1;Delhi;Cochin;Cochin;4;12351
2620;1;Kolkata;Banglore;Banglore;5;13067
2621;1;Banglore;New Delhi;New Delhi;5;13817
2622;1;Banglore;Delhi;Delhi;9;3625
2623;1;Mumbai;Hyderabad;Hyderabad;2;18293
2624;1;Banglore;Delhi;Delhi;11;5613
2625;1;Delhi;Cochin;Cochin;2;11038
2626;1;Banglore;Delhi;Delhi;4;4077
2627;1;Delhi;Cochin;Cochin;7;6883
2628;1;Banglore;New Delhi;New Delhi;2;19508
2629;1;Banglore;New Delhi;New Delhi;2;8714
2630;1;Kolkata;Banglore;Banglore;4;4804
2631;1;Delhi;Cochin;Cochin;7;15078
2632;1;Kolkata;Banglore;Banglore;9;4807
2633;1;Delhi;Cochin;Cochin;7;21829
2634;1;Banglore;New Delhi;New Delhi;11;5403
2635;1;Banglore;New Delhi;New Delhi;5;26890
2636;1;Kolkata;Banglore;Banglore;3;7335
2637;1;Delhi;Cochin;Cochin;5;9412
2638;1;Kolkata;Banglore;Banglore;5;10844
2639;1;Banglore;Delhi;Delhi;4;4990
2640;1;Delhi;Cochin;Cochin;5;16704
2641;1;Delhi;Cochin;Cochin;2;7711
2642;1;Delhi;Cochin;Cochin;5;10262
2643;1;Delhi;Cochin;Cochin;7;6007
2644;1;Kolkata;Banglore;Banglore;2;12219
2645;1;Banglore;Delhi;Delhi;3;3898
2646;1;Kolkata;Banglore;Banglore;5;11467
2647;1;Kolkata;Banglore;Banglore;2;12534
2648;1;Kolkata;Banglore;Banglore;5;10844
2649;1;Banglore;New Delhi;New Delhi;9;4377
2650;1;Chennai;Kolkata;Kolkata;11;11982
2651;1;Banglore;Delhi;Delhi;9;4423
2652;1;Delhi;Cochin;Cochin;5;17234
2653;1;Kolkata;Banglore;Banglore;11;8295
2654;1;Delhi;Cochin;Cochin;5;15864
2655;1;Banglore;Delhi;Delhi;3;3398
2656;1;Delhi;Cochin;Cochin;7;7198
2657;1;Banglore;Delhi;Delhi;5;7229
2658;1;Delhi;Cochin;Cochin;5;13014
2659;1;Kolkata;Banglore;Banglore;2;6528
2660;1;Delhi;Cochin;Cochin;5;13292
2661;1;Delhi;Cochin;Cochin;5;15129
2662;1;Delhi;Cochin;Cochin;2;11071
2663;1;Kolkata;Banglore;Banglore;9;4174
2664;1;Delhi;Cochin;Cochin;7;11299
2665;1;Delhi;Cochin;Cochin;5;12373
2666;1;Banglore;New Delhi;New Delhi;2;13439
2667;1;Kolkata;Banglore;Banglore;4;4804
2668;1;Kolkata;Banglore;Banglore;2;11642
2669;1;Banglore;Delhi;Delhi;4;3419
2670;1;Kolkata;Banglore;Banglore;4;6103
2671;1;Kolkata;Banglore;Banglore;2;13033
2672;1;Banglore;New Delhi;New Delhi;5;11245
2673;1;Kolkata;Banglore;Banglore;5;10056
2674;1;Kolkata;Banglore;Banglore;5;10539
2675;1;Chennai;Kolkata;Kolkata;4;5277
2676;1;Kolkata;Banglore;Banglore;2;11936
2677;1;Delhi;Cochin;Cochin;5;13014
2678;1;Kolkata;Banglore;Banglore;11;8820
2679;1;Delhi;Cochin;Cochin;5;12373
2680;1;Delhi;Cochin;Cochin;5;10262
2681;1;Mumbai;Hyderabad;Hyderabad;5;4995
2682;1;Delhi;Cochin;Cochin;5;7438
2683;1;Kolkata;Banglore;Banglore;4;4148
2684;1;Chennai;Kolkata;Kolkata;4;3597
2685;1;Kolkata;Banglore;Banglore;1;5192
2686;1;Banglore;New Delhi;New Delhi;5;16736
2687;1;Delhi;Cochin;Cochin;7;7933
2688;1;Delhi;Cochin;Cochin;2;8879
2689;1;Delhi;Cochin;Cochin;4;5000
2690;1;Kolkata;Banglore;Banglore;11;8137
2691;1;Delhi;Cochin;Cochin;2;22096
2692;1;Banglore;New Delhi;New Delhi;9;4273
2693;1;Banglore;New Delhi;New Delhi;5;35185
2694;1;Kolkata;Banglore;Banglore;4;4226
2695;1;Kolkata;Banglore;Banglore;5;10844
2696;1;Mumbai;Hyderabad;Hyderabad;4;2754
2697;1;Kolkata;Banglore;Banglore;4;6301
2698;1;Kolkata;Banglore;Banglore;2;13222
2699;1;Delhi;Cochin;Cochin;5;12898
2700;1;Banglore;New Delhi;New Delhi;2;12127
2701;1;Kolkata;Banglore;Banglore;5;13067
2702;1;Kolkata;Banglore;Banglore;2;9920
2703;1;Banglore;Delhi;Delhi;3;4239
2704;1;Delhi;Cochin;Cochin;5;14714
2705;1;Kolkata;Banglore;Banglore;4;6218
2706;1;Chennai;Kolkata;Kolkata;4;7295
2707;1;Delhi;Cochin;Cochin;7;7408
2708;1;Kolkata;Banglore;Banglore;5;13994
2709;1;Kolkata;Banglore;Banglore;4;5224
2710;1;Mumbai;Hyderabad;Hyderabad;9;4391
2711;1;Kolkata;Banglore;Banglore;2;14109
2712;1;Banglore;Delhi;Delhi;9;4885
2713;1;Banglore;Delhi;Delhi;5;8016
2714;1;Delhi;Cochin;Cochin;7;12524
2715;1;Delhi;Cochin;Cochin;5;6017
2716;1;Delhi;Cochin;Cochin;2;10441
2717;1;Banglore;Delhi;Delhi;9;3625
2718;1;Delhi;Cochin;Cochin;2;15586
2719;1;Delhi;Cochin;Cochin;2;7199
2720;1;Delhi;Cochin;Cochin;5;12273
2721;1;Delhi;Cochin;Cochin;7;7530
2722;1;Mumbai;Hyderabad;Hyderabad;5;5678
2723;1;Delhi;Cochin;Cochin;2;11753
2724;1;Mumbai;Hyderabad;Hyderabad;9;1965
2725;1;Delhi;Cochin;Cochin;4;10208
2726;1;Delhi;Cochin;Cochin;4;5054
2727;1;Delhi;Cochin;Cochin;4;14871
2728;1;Delhi;Cochin;Cochin;5;12373
2729;1;Mumbai;Hyderabad;Hyderabad;9;2017
2730;1;Kolkata;Banglore;Banglore;5;10661
2731;1;Delhi;Cochin;Cochin;7;9794
2732;1;Kolkata;Banglore;Banglore;5;13067
2733;1;Chennai;Kolkata;Kolkata;9;7298
2734;1;Banglore;New Delhi;New Delhi;4;7648
2735;1;Kolkata;Banglore;Banglore;2;10676
2736;1;Banglore;Delhi;Delhi;2;6961
2737;1;Delhi;Cochin;Cochin;4;6979
2738;1;Delhi;Cochin;Cochin;7;13587
2739;1;Kolkata;Banglore;Banglore;5;10844
2740;1;Banglore;Delhi;Delhi;4;3943
2741;1;Delhi;Cochin;Cochin;4;6838
2742;1;Delhi;Cochin;Cochin;5;6542
2743;1;Delhi;Cochin;Cochin;5;12239
2744;1;Kolkata;Banglore;Banglore;5;14388
2745;1;Kolkata;Banglore;Banglore;4;4148
2746;1;Delhi;Cochin;Cochin;7;16840
2747;1;Delhi;Cochin;Cochin;7;9646
2748;1;Kolkata;Banglore;Banglore;5;14571
2749;1;Delhi;Cochin;Cochin;4;7923
2750;1;Kolkata;Banglore;Banglore;5;8586
2751;1;Delhi;Cochin;Cochin;7;9646
2752;1;Kolkata;Banglore;Banglore;5;14388
2753;1;Kolkata;Banglore;Banglore;5;13044
2754;1;Delhi;Cochin;Cochin;7;10197
2755;1;Delhi;Cochin;Cochin;5;14714
2756;1;Delhi;Cochin;Cochin;2;9929
2757;1;Delhi;Cochin;Cochin;5;6017
2758;1;Chennai;Kolkata;Kolkata;9;3597
2759;1;Delhi;Cochin;Cochin;2;5704
2760;1;Delhi;Cochin;Cochin;5;14714
2761;1;Banglore;Delhi;Delhi;2;5228
2762;1;Kolkata;Banglore;Banglore;5;11467
2763;1;Banglore;Delhi;Delhi;11;4668
2764;1;Banglore;Delhi;Delhi;4;4591
2765;1;Banglore;Delhi;Delhi;4;3943
2766;1;Banglore;Delhi;Delhi;2;5228
2767;1;Delhi;Cochin;Cochin;5;12242
2768;1;Delhi;Cochin;Cochin;2;11185
2769;1;Delhi;Cochin;Cochin;4;6573
2770;1;Kolkata;Banglore;Banglore;5;14781
2771;1;Kolkata;Banglore;Banglore;2;14960
2772;1;Chennai;Kolkata;Kolkata;4;4332
2773;1;Banglore;New Delhi;New Delhi;1;7652
2774;1;Kolkata;Banglore;Banglore;5;14151
2775;1;Banglore;Delhi;Delhi;9;4319
2776;1;Delhi;Cochin;Cochin;5;10929
2777;1;Kolkata;Banglore;Banglore;2;11491
2778;1;Delhi;Cochin;Cochin;4;6015
2779;1;Kolkata;Banglore;Banglore;5;12692
2780;1;Kolkata;Banglore;Banglore;1;4384
2781;1;Banglore;Delhi;Delhi;4;3943
2782;1;Delhi;Cochin;Cochin;5;12373
2783;1;Banglore;New Delhi;New Delhi;5;19225
2784;1;Delhi;Cochin;Cochin;5;14053
2785;1;Banglore;Delhi;Delhi;2;5911
2786;1;Delhi;Cochin;Cochin;7;10877
2787;1;Kolkata;Banglore;Banglore;5;7757
2788;1;Delhi;Cochin;Cochin;4;6558
2789;1;Kolkata;Banglore;Banglore;4;4804
2790;1;Mumbai;Hyderabad;Hyderabad;5;5678
2791;1;Delhi;Cochin;Cochin;5;12373
2792;1;Banglore;Delhi;Delhi;5;5198
2793;1;Kolkata;Banglore;Banglore;4;6064
2794;1;Delhi;Cochin;Cochin;5;15029
2795;1;Delhi;Cochin;Cochin;5;10909
2796;1;Delhi;Cochin;Cochin;7;18492
2797;1;Delhi;Cochin;Cochin;5;10262
2798;1;Kolkata;Banglore;Banglore;5;8781
2799;1;Delhi;Cochin;Cochin;4;6442
2800;1;Mumbai;Hyderabad;Hyderabad;5;20120
2801;1;Banglore;Delhi;Delhi;11;4878
2802;1;Banglore;New Delhi;New Delhi;5;16736
2803;1;Kolkata;Banglore;Banglore;9;9630
2804;1;Kolkata;Banglore;Banglore;11;8610
2805;1;Chennai;Kolkata;Kolkata;11;3687
2806;1;Kolkata;Banglore;Banglore;11;8452
2807;1;Banglore;Delhi;Delhi;4;3943
2808;1;Mumbai;Hyderabad;Hyderabad;4;3342
2809;1;Kolkata;Banglore;Banglore;5;13067
2810;1;Banglore;Delhi;Delhi;11;4878
2811;1;Kolkata;Banglore;Banglore;5;14388
2812;1;Delhi;Cochin;Cochin;5;16704
2813;1;Mumbai;Hyderabad;Hyderabad;2;3100
2814;1;Banglore;New Delhi;New Delhi;2;13387
2815;1;Mumbai;Hyderabad;Hyderabad;4;4049
2816;1;Delhi;Cochin;Cochin;5;13029
2817;1;Banglore;Delhi;Delhi;9;3919
2818;1;Chennai;Kolkata;Kolkata;4;3850
2819;1;Delhi;Cochin;Cochin;2;8839
2820;1;Kolkata;Banglore;Banglore;5;7064
2821;1;Kolkata;Banglore;Banglore;5;13941
2822;1;Kolkata;Banglore;Banglore;2;13007
2823;1;Kolkata;Banglore;Banglore;5;14781
2824;1;Mumbai;Hyderabad;Hyderabad;5;2071
2825;1;Delhi;Cochin;Cochin;5;4256
2826;1;Banglore;New Delhi;New Delhi;11;7923
2827;1;Kolkata;Banglore;Banglore;1;3782
2828;1;Kolkata;Banglore;Banglore;5;12384
2829;1;Delhi;Cochin;Cochin;7;8565
2830;1;Delhi;Cochin;Cochin;4;6232
2831;1;Banglore;New Delhi;New Delhi;4;4777
2832;1;Kolkata;Banglore;Banglore;2;4145
2833;1;Kolkata;Banglore;Banglore;1;5192
2834;1;Delhi;Cochin;Cochin;2;4729
2835;1;Delhi;Cochin;Cochin;4;6093
2836;1;Kolkata;Banglore;Banglore;2;8891
2837;1;Delhi;Cochin;Cochin;5;12242
2838;1;Kolkata;Banglore;Banglore;5;11467
2839;1;Kolkata;Banglore;Banglore;5;14781
2840;1;Delhi;Cochin;Cochin;7;10197
2841;1;Banglore;New Delhi;New Delhi;5;17261
2842;1;Delhi;Cochin;Cochin;2;7480
2843;1;Kolkata;Banglore;Banglore;4;4804
2844;1;Kolkata;Banglore;Banglore;9;4439
2845;1;Delhi;Cochin;Cochin;5;10368
2846;1;Delhi;Cochin;Cochin;9;6065
2847;1;Kolkata;Banglore;Banglore;5;8586
2848;1;Delhi;Cochin;Cochin;4;5406
2849;1;Delhi;Cochin;Cochin;5;12142
2850;1;Delhi;Cochin;Cochin;5;14714
2851;1;Delhi;Cochin;Cochin;5;10262
2852;1;Banglore;New Delhi;New Delhi;2;15434
2853;1;Kolkata;Banglore;Banglore;2;10676
2854;1;Kolkata;Banglore;Banglore;4;4804
2855;1;Delhi;Cochin;Cochin;5;13014
2856;1;Banglore;Delhi;Delhi;4;3943
2857;1;Mumbai;Hyderabad;Hyderabad;2;9678
2858;1;Kolkata;Banglore;Banglore;5;14781
2859;1;Delhi;Cochin;Cochin;7;10197
2860;1;Delhi;Cochin;Cochin;2;10861
2861;1;Kolkata;Banglore;Banglore;5;10844
2862;1;Delhi;Cochin;Cochin;2;7480
2863;1;Delhi;Cochin;Cochin;4;5684
2864;1;Delhi;Cochin;Cochin;5;14714
2865;1;Kolkata;Banglore;Banglore;5;9314
2866;1;Kolkata;Banglore;Banglore;2;4435
2867;1;Delhi;Cochin;Cochin;7;11789
2868;1;Banglore;Delhi;Delhi;9;3919
2869;1;Banglore;Delhi;Delhi;5;5198
2870;1;Banglore;New Delhi;New Delhi;9;4273
2871;1;Kolkata;Banglore;Banglore;11;8820
2872;1;Mumbai;Hyderabad;Hyderabad;4;2754
2873;1;Kolkata;Banglore;Banglore;11;8085
2874;1;Kolkata;Banglore;Banglore;5;10539
2875;1;Kolkata;Banglore;Banglore;5;14676
2876;1;Delhi;Cochin;Cochin;5;6017
2877;1;Banglore;Delhi;Delhi;5;4544
2878;1;Mumbai;Hyderabad;Hyderabad;10;4140
2879;1;Banglore;Delhi;Delhi;5;7229
2880;1;Delhi;Cochin;Cochin;2;16373
2881;1;Kolkata;Banglore;Banglore;2;10991
2882;1;Kolkata;Banglore;Banglore;5;9663
2883;1;Banglore;New Delhi;New Delhi;2;14305
2884;1;Delhi;Cochin;Cochin;1;6752
2885;1;Kolkata;Banglore;Banglore;5;8529
2886;1;Delhi;Cochin;Cochin;4;4729
2887;1;Delhi;Cochin;Cochin;7;7670
2888;1;Mumbai;Hyderabad;Hyderabad;5;4995
2889;1;Banglore;Delhi;Delhi;5;7229
2890;1;Banglore;Delhi;Delhi;4;4823
2891;1;Kolkata;Banglore;Banglore;1;3782
2892;1;Delhi;Cochin;Cochin;5;12898
2893;1;Kolkata;Banglore;Banglore;9;3841
2894;1;Delhi;Cochin;Cochin;7;9627
2895;1;Kolkata;Banglore;Banglore;5;14571
2896;1;Kolkata;Banglore;Banglore;4;6985
2897;1;Mumbai;Hyderabad;Hyderabad;5;8040
2898;1;Kolkata;Banglore;Banglore;4;4804
2899;1;Delhi;Cochin;Cochin;7;10678
2900;1;Kolkata;Banglore;Banglore;5;14231
2901;1;Kolkata;Banglore;Banglore;5;8529
2902;1;Delhi;Cochin;Cochin;2;11753
2903;1;Delhi;Cochin;Cochin;5;16704
2904;1;Kolkata;Banglore;Banglore;5;13374
2905;1;Mumbai;Hyderabad;Hyderabad;2;3625
2906;1;Delhi;Cochin;Cochin;5;16079
2907;1;Delhi;Cochin;Cochin;5;10262
2908;1;Kolkata;Banglore;Banglore;5;9663
2909;1;Delhi;Cochin;Cochin;7;9595
2910;1;Kolkata;Banglore;Banglore;4;4804
2911;1;Kolkata;Banglore;Banglore;2;12744
2912;1;Banglore;Delhi;Delhi;2;6961
2913;1;Kolkata;Banglore;Banglore;5;9663
2914;1;Delhi;Cochin;Cochin;7;7575
2915;1;Banglore;New Delhi;New Delhi;2;13355
2916;1;Kolkata;Banglore;Banglore;2;12592
2917;1;Mumbai;Hyderabad;Hyderabad;2;3625
2918;1;Delhi;Cochin;Cochin;5;10262
2919;1;Delhi;Cochin;Cochin;2;9443
2920;1;Delhi;Cochin;Cochin;2;18959
2921;1;Mumbai;Hyderabad;Hyderabad;4;4784
2922;1;Kolkata;Banglore;Banglore;2;7893
2923;1;Delhi;Cochin;Cochin;2;14431
2924;1;Banglore;New Delhi;New Delhi;6;79512
2925;1;Mumbai;Hyderabad;Hyderabad;5;3210
2926;1;Delhi;Cochin;Cochin;7;13677
2927;1;Delhi;Cochin;Cochin;2;7480
2928;1;Delhi;Cochin;Cochin;2;8372
2929;1;Delhi;Cochin;Cochin;5;11664
2930;1;Banglore;Delhi;Delhi;2;6961
2931;1;Banglore;Delhi;Delhi;2;6121
2932;1;Banglore;Delhi;Delhi;2;5911
2933;1;Banglore;Delhi;Delhi;3;3398
2934;1;Delhi;Cochin;Cochin;7;7530
2935;1;Banglore;Delhi;Delhi;3;3419
2936;1;Banglore;New Delhi;New Delhi;11;6558
2937;1;Kolkata;Banglore;Banglore;2;10203
2938;1;Banglore;New Delhi;New Delhi;5;11087
2939;1;Banglore;New Delhi;New Delhi;9;5575
2940;1;Delhi;Cochin;Cochin;1;6152
2941;1;Kolkata;Banglore;Banglore;5;5608
2942;1;Banglore;New Delhi;New Delhi;5;17261
2943;1;Delhi;Cochin;Cochin;5;15129
2944;1;Banglore;Delhi;Delhi;3;3419
2945;1;Delhi;Cochin;Cochin;4;6218
2946;1;Delhi;Cochin;Cochin;5;14714
2947;1;Delhi;Cochin;Cochin;7;14848
2948;1;Kolkata;Banglore;Banglore;5;9358
2949;1;Kolkata;Banglore;Banglore;2;8366
2950;1;Delhi;Cochin;Cochin;7;15342
2951;1;Mumbai;Hyderabad;Hyderabad;5;5678
2952;1;Kolkata;Banglore;Banglore;4;4804
2953;1;Kolkata;Banglore;Banglore;5;14571
2954;1;Kolkata;Banglore;Banglore;5;12681
2955;1;Banglore;New Delhi;New Delhi;5;17261
